,Unnamed: 0,ACCESS,ACR,나이,BATH,침실 수,BLD,COW,월 전기료,FESRP,FKITP,FPARC,FSCHP,FTAXP,월 가스비,HHL,HHT,가계 소득,LANX,결혼 상태,MV,자녀 수,R18,R65,RAC1P,방 수,RWAT,SCH,SCHL,SEX,주택 가격비교
0,0,1.0,1.0,74,1.0,3.0,2.0,0,140.0,0,0.0,0,0,0.0,50.0,1.0,6.0,33400.0,2,3,3.0,0.0,0.0,1.0,1,5.0,1.0,1,21,2,1.0
1,1,1.0,3.0,46,1.0,3.0,2.0,1,280.0,0,0.0,4,0,0.0,3.0,1.0,1.0,105000.0,2,1,4.0,0.0,0.0,0.0,1,6.0,1.0,1,16,2,1.0
2,2,1.0,3.0,45,1.0,3.0,2.0,1,280.0,0,0.0,4,0,0.0,3.0,1.0,1.0,105000.0,2,1,4.0,0.0,0.0,0.0,1,6.0,1.0,1,16,1,1.0
3,3,1.0,2.0,66,1.0,3.0,2.0,1,80.0,0,0.0,0,0,0.0,40.0,1.0,4.0,48410.0,2,4,5.0,0.0,0.0,1.0,1,6.0,1.0,1,18,1,0.0
4,4,1.0,3.0,67,1.0,3.0,2.0,0,180.0,0,0.0,4,0,0.0,150.0,1.0,1.0,79900.0,2,1,7.0,0.0,0.0,2.0,1,7.0,1.0,1,22,1,1.0
5,5,1.0,3.0,67,1.0,3.0,2.0,0,180.0,0,0.0,4,0,0.0,150.0,1.0,1.0,79900.0,2,1,7.0,0.0,0.0,2.0,1,7.0,1.0,1,21,2,1.0
6,6,1.0,1.0,48,1.0,3.0,2.0,4,150.0,0,0.0,2,0,0.0,40.0,1.0,3.0,50200.0,2,3,5.0,1.0,1.0,0.0,1,5.0,1.0,2,21,2,0.0
7,7,1.0,1.0,17,1.0,3.0,2.0,1,150.0,0,0.0,2,0,0.0,40.0,1.0,3.0,50200.0,2,5,5.0,1.0,1.0,0.0,1,5.0,1.0,2,13,1,0.0
8,8,1.0,2.0,70,1.0,3.0,2.0,1,150.0,0,0.0,4,0,0.0,60.0,1.0,1.0,160900.0,2,1,6.0,0.0,0.0,2.0,1,7.0,1.0,1,22,1,1.0
9,9,1.0,2.0,70,1.0,3.0,2.0,0,150.0,0,0.0,4,0,0.0,60.0,1.0,1.0,160900.0,2,1,6.0,0.0,0.0,2.0,1,7.0,1.0,1,21,2,1.0
10,10,2.0,1.0,70,1.0,3.0,2.0,0,210.0,0,0.0,4,0,0.0,50.0,1.0,1.0,55100.0,2,1,7.0,0.0,0.0,2.0,1,7.0,1.0,1,21,1,1.0
11,11,2.0,1.0,68,1.0,3.0,2.0,1,210.0,0,0.0,4,0,0.0,50.0,1.0,1.0,55100.0,2,1,7.0,0.0,0.0,2.0,1,7.0,1.0,1,19,2,1.0
12,12,1.0,3.0,32,1.0,4.0,2.0,1,340.0,0,0.0,3,0,0.0,3.0,1.0,1.0,203000.0,2,1,3.0,2.0,1.0,0.0,1,9.0,1.0,1,21,2,1.0
13,13,1.0,3.0,35,1.0,4.0,2.0,1,340.0,0,0.0,3,0,0.0,3.0,1.0,1.0,203000.0,2,1,3.0,2.0,1.0,0.0,1,9.0,1.0,1,21,1,1.0
14,14,1.0,3.0,5,1.0,4.0,2.0,0,340.0,0,0.0,3,0,0.0,3.0,1.0,1.0,203000.0,2,5,3.0,2.0,1.0,0.0,1,9.0,1.0,3,2,2,1.0
15,15,1.0,3.0,3,1.0,4.0,2.0,0,340.0,0,0.0,3,0,0.0,3.0,1.0,1.0,203000.0,0,5,3.0,2.0,1.0,0.0,1,9.0,1.0,3,1,2,1.0
16,16,2.0,1.0,56,1.0,3.0,2.0,1,70.0,0,0.0,4,0,0.0,70.0,1.0,1.0,82300.0,2,1,6.0,0.0,0.0,0.0,1,8.0,1.0,1,19,1,1.0
17,17,2.0,1.0,59,1.0,3.0,2.0,0,70.0,0,0.0,4,0,0.0,70.0,1.0,1.0,82300.0,2,1,6.0,0.0,0.0,0.0,3,8.0,1.0,1,20,2,1.0
18,18,2.0,1.0,59,1.0,3.0,2.0,1,70.0,0,0.0,4,0,0.0,70.0,1.0,1.0,82300.0,2,3,6.0,0.0,0.0,0.0,1,8.0,1.0,1,16,1,1.0
19,19,3.0,1.0,80,1.0,2.0,2.0,0,100.0,0,0.0,0,0,1.0,20.0,1.0,4.0,16000.0,2,5,5.0,0.0,0.0,1.0,1,5.0,1.0,1,1,1,1.0
20,20,1.0,1.0,26,1.0,3.0,2.0,1,80.0,0,0.0,4,0,0.0,2.0,1.0,1.0,70000.0,2,1,2.0,0.0,0.0,0.0,1,7.0,1.0,1,21,1,0.0
21,21,1.0,1.0,22,1.0,3.0,2.0,1,80.0,0,0.0,4,0,0.0,2.0,1.0,1.0,70000.0,2,1,2.0,0.0,0.0,0.0,3,7.0,1.0,1,19,2,0.0
22,22,3.0,1.0,58,1.0,3.0,2.0,0,80.0,0,0.0,0,0,1.0,60.0,1.0,6.0,9100.0,2,2,7.0,0.0,0.0,0.0,1,5.0,1.0,1,14,2,1.0
23,23,1.0,2.0,47,1.0,4.0,2.0,3,250.0,0,0.0,2,0,1.0,3.0,3.0,1.0,100700.0,2,1,5.0,1.0,1.0,0.0,1,7.0,1.0,1,22,2,1.0
24,24,1.0,2.0,50,1.0,4.0,2.0,4,250.0,0,0.0,2,0,1.0,3.0,3.0,1.0,100700.0,2,1,5.0,1.0,1.0,0.0,1,7.0,1.0,1,22,1,1.0
25,25,1.0,2.0,17,1.0,4.0,2.0,3,250.0,0,0.0,2,0,1.0,3.0,3.0,1.0,100700.0,1,5,5.0,1.0,1.0,0.0,1,7.0,1.0,2,18,2,1.0
26,26,1.0,2.0,32,1.0,4.0,2.0,7,230.0,0,0.0,3,0,0.0,120.0,1.0,1.0,60000.0,2,1,2.0,3.0,1.0,0.0,1,7.0,1.0,1,22,1,1.0
27,27,1.0,2.0,30,1.0,4.0,2.0,1,230.0,0,0.0,3,0,0.0,120.0,1.0,1.0,60000.0,2,1,2.0,3.0,1.0,0.0,1,7.0,1.0,1,21,2,1.0
28,28,1.0,2.0,5,1.0,4.0,2.0,0,230.0,0,0.0,3,0,0.0,120.0,1.0,1.0,60000.0,2,5,2.0,3.0,1.0,0.0,1,7.0,1.0,2,2,1,1.0
29,29,1.0,2.0,2,1.0,4.0,2.0,0,230.0,0,0.0,3,0,0.0,120.0,1.0,1.0,60000.0,0,5,2.0,3.0,1.0,0.0,1,7.0,1.0,0,0,1,1.0
30,30,1.0,2.0,0,1.0,4.0,2.0,0,230.0,0,0.0,3,0,0.0,120.0,1.0,1.0,60000.0,0,5,2.0,3.0,1.0,0.0,1,7.0,1.0,0,0,1,1.0
31,31,1.0,2.0,39,1.0,4.0,2.0,1,150.0,0,0.0,2,0,0.0,80.0,1.0,1.0,76200.0,2,1,4.0,3.0,1.0,0.0,3,8.0,1.0,1,19,1,0.0
32,32,1.0,2.0,41,1.0,4.0,2.0,6,150.0,0,0.0,2,0,0.0,80.0,1.0,1.0,76200.0,2,1,4.0,3.0,1.0,0.0,3,8.0,1.0,1,16,2,0.0
33,33,1.0,2.0,14,1.0,4.0,2.0,0,150.0,0,0.0,2,0,0.0,80.0,1.0,1.0,76200.0,2,5,4.0,3.0,1.0,0.0,3,8.0,1.0,2,11,1,0.0
34,34,1.0,2.0,10,1.0,4.0,2.0,0,150.0,0,0.0,2,0,0.0,80.0,1.0,1.0,76200.0,2,5,4.0,3.0,1.0,0.0,3,8.0,1.0,2,6,1,0.0
35,35,1.0,2.0,16,1.0,4.0,2.0,0,150.0,0,0.0,2,0,0.0,80.0,1.0,1.0,76200.0,2,5,4.0,3.0,1.0,0.0,1,8.0,1.0,2,13,2,0.0
36,36,1.0,1.0,66,1.0,2.0,2.0,0,130.0,1,1.0,4,0,1.0,100.0,1.0,1.0,31660.0,2,1,5.0,0.0,0.0,1.0,5,4.0,1.0,1,16,1,0.0
37,37,1.0,1.0,63,1.0,2.0,2.0,0,130.0,0,1.0,4,0,1.0,100.0,1.0,1.0,31660.0,2,1,5.0,0.0,0.0,1.0,5,4.0,1.0,1,16,2,0.0
38,38,1.0,1.0,74,1.0,2.0,2.0,0,200.0,0,0.0,4,0,1.0,60.0,1.0,1.0,44700.0,2,1,7.0,0.0,0.0,2.0,1,6.0,1.0,1,16,1,0.0
39,39,1.0,1.0,88,1.0,2.0,2.0,0,200.0,0,0.0,4,0,1.0,60.0,1.0,1.0,44700.0,2,1,7.0,0.0,0.0,2.0,1,6.0,1.0,1,12,2,0.0
40,40,1.0,2.0,54,1.0,3.0,2.0,0,100.0,0,0.0,4,0,0.0,60.0,1.0,1.0,65000.0,2,1,5.0,0.0,0.0,0.0,1,7.0,1.0,1,18,2,1.0
41,41,1.0,2.0,55,1.0,3.0,2.0,3,100.0,0,0.0,4,0,0.0,60.0,1.0,1.0,65000.0,2,1,5.0,0.0,0.0,0.0,1,7.0,1.0,1,19,1,1.0
42,42,1.0,1.0,47,1.0,3.0,2.0,4,200.0,0,0.0,4,0,0.0,3.0,1.0,1.0,74600.0,2,1,5.0,0.0,0.0,0.0,1,5.0,1.0,1,24,1,0.0
43,43,1.0,1.0,43,1.0,3.0,2.0,0,200.0,0,0.0,4,0,0.0,3.0,1.0,1.0,74600.0,2,1,5.0,0.0,0.0,0.0,1,5.0,1.0,1,21,2,0.0
44,44,3.0,1.0,83,1.0,1.0,2.0,0,40.0,0,0.0,0,0,0.0,40.0,1.0,4.0,24300.0,2,2,5.0,0.0,0.0,1.0,1,4.0,1.0,1,16,1,0.0
45,45,1.0,2.0,33,1.0,3.0,2.0,5,200.0,0,0.0,4,0,1.0,3.0,1.0,1.0,114000.0,2,1,3.0,0.0,0.0,0.0,1,7.0,1.0,1,21,1,1.0
46,46,1.0,2.0,35,1.0,3.0,2.0,4,200.0,0,0.0,4,0,1.0,3.0,1.0,1.0,114000.0,2,1,3.0,0.0,0.0,0.0,1,7.0,1.0,1,22,2,1.0
47,47,1.0,2.0,36,1.0,3.0,2.0,2,180.0,0,0.0,2,0,0.0,3.0,1.0,1.0,72000.0,2,1,5.0,2.0,1.0,0.0,1,6.0,1.0,1,17,2,0.0
48,48,1.0,2.0,38,1.0,3.0,2.0,1,180.0,0,0.0,2,0,0.0,3.0,1.0,1.0,72000.0,2,1,5.0,2.0,1.0,0.0,1,6.0,1.0,1,15,1,0.0
49,49,1.0,2.0,15,1.0,3.0,2.0,0,180.0,0,0.0,2,0,0.0,3.0,1.0,1.0,72000.0,2,5,5.0,2.0,1.0,0.0,1,6.0,1.0,2,12,2,0.0
50,50,1.0,2.0,6,1.0,3.0,2.0,0,180.0,0,0.0,2,0,0.0,3.0,1.0,1.0,72000.0,2,5,5.0,2.0,1.0,0.0,1,6.0,1.0,2,3,2,0.0
51,51,1.0,1.0,63,1.0,2.0,2.0,6,140.0,0,0.0,0,0,0.0,40.0,1.0,4.0,35000.0,2,5,5.0,0.0,0.0,0.0,1,4.0,1.0,1,23,1,1.0
52,52,1.0,2.0,17,1.0,4.0,2.0,1,290.0,0,0.0,1,0,1.0,200.0,5.0,2.0,3400.0,1,5,4.0,1.0,1.0,0.0,3,8.0,1.0,1,12,1,0.0
53,53,1.0,2.0,23,1.0,4.0,2.0,1,290.0,0,0.0,1,0,1.0,200.0,5.0,2.0,3400.0,1,5,4.0,1.0,1.0,0.0,3,8.0,1.0,1,13,2,0.0
54,54,1.0,2.0,2,1.0,4.0,2.0,0,290.0,0,0.0,1,0,1.0,200.0,5.0,2.0,3400.0,0,5,4.0,1.0,1.0,0.0,3,8.0,1.0,0,0,1,0.0
55,55,1.0,2.0,18,1.0,4.0,2.0,1,290.0,0,0.0,1,0,1.0,200.0,5.0,2.0,3400.0,1,5,4.0,1.0,1.0,0.0,3,8.0,1.0,2,14,2,0.0
56,56,1.0,1.0,43,1.0,4.0,2.0,1,300.0,0,0.0,2,0,1.0,100.0,3.0,1.0,112400.0,2,1,5.0,1.0,1.0,0.0,1,10.0,1.0,1,19,2,1.0
57,57,1.0,1.0,48,1.0,4.0,2.0,1,300.0,0,0.0,2,0,1.0,100.0,3.0,1.0,112400.0,1,1,5.0,1.0,1.0,0.0,6,10.0,1.0,1,19,1,1.0
58,58,1.0,1.0,23,1.0,4.0,2.0,1,300.0,0,0.0,2,0,1.0,100.0,3.0,1.0,112400.0,2,5,5.0,1.0,1.0,0.0,1,10.0,1.0,1,16,2,1.0
59,59,1.0,1.0,15,1.0,4.0,2.0,0,300.0,0,0.0,2,0,1.0,100.0,3.0,1.0,112400.0,2,5,5.0,1.0,1.0,0.0,9,10.0,1.0,2,12,1,1.0
60,60,3.0,1.0,62,1.0,2.0,2.0,0,130.0,1,0.0,4,0,0.0,130.0,1.0,3.0,19900.0,2,2,6.0,0.0,0.0,1.0,1,5.0,1.0,1,16,2,0.0
61,61,3.0,1.0,81,1.0,2.0,2.0,1,130.0,1,0.0,4,0,0.0,130.0,1.0,3.0,19900.0,2,2,6.0,0.0,0.0,1.0,1,5.0,1.0,1,13,2,0.0
62,62,3.0,1.0,73,1.0,2.0,2.0,0,100.0,0,0.0,0,0,0.0,60.0,1.0,4.0,13800.0,2,3,6.0,0.0,0.0,1.0,1,5.0,1.0,1,16,1,0.0
63,63,1.0,1.0,70,1.0,4.0,2.0,0,180.0,0,0.0,4,0,0.0,190.0,1.0,1.0,109630.0,2,1,7.0,0.0,0.0,2.0,9,6.0,1.0,1,20,2,0.0
64,64,1.0,1.0,70,1.0,4.0,2.0,0,180.0,0,0.0,4,0,0.0,190.0,1.0,1.0,109630.0,2,1,7.0,0.0,0.0,2.0,9,6.0,1.0,1,18,1,0.0
65,65,1.0,1.0,46,1.0,4.0,2.0,4,180.0,0,0.0,4,0,0.0,190.0,1.0,1.0,109630.0,2,5,7.0,0.0,0.0,2.0,9,6.0,1.0,1,21,1,0.0
66,66,1.0,3.0,62,1.0,3.0,2.0,2,2.0,0,0.0,0,0,0.0,20.0,1.0,4.0,80000.0,2,1,1.0,0.0,0.0,0.0,1,5.0,1.0,1,22,1,1.0
67,67,3.0,1.0,45,1.0,3.0,2.0,4,150.0,1,0.0,2,1,1.0,30.0,1.0,1.0,105000.0,2,1,5.0,1.0,1.0,0.0,1,6.0,1.0,1,17,2,1.0
68,68,3.0,1.0,56,1.0,3.0,2.0,1,150.0,1,0.0,2,1,1.0,30.0,1.0,1.0,105000.0,2,1,5.0,1.0,1.0,0.0,1,6.0,1.0,1,21,1,1.0
69,69,3.0,1.0,17,1.0,3.0,2.0,0,150.0,1,0.0,2,1,1.0,30.0,1.0,1.0,105000.0,2,5,5.0,1.0,1.0,0.0,1,6.0,1.0,2,12,1,1.0
70,70,1.0,1.0,66,1.0,3.0,2.0,0,150.0,0,0.0,0,0,0.0,20.0,1.0,6.0,27000.0,2,3,4.0,0.0,0.0,1.0,2,5.0,1.0,1,19,2,0.0
71,71,1.0,1.0,40,1.0,5.0,2.0,1,210.0,0,0.0,3,0,0.0,100.0,1.0,1.0,156000.0,2,1,3.0,2.0,1.0,1.0,1,10.0,1.0,1,21,2,1.0
72,72,1.0,1.0,36,1.0,5.0,2.0,3,210.0,0,0.0,3,0,0.0,100.0,1.0,1.0,156000.0,2,1,3.0,2.0,1.0,1.0,1,10.0,1.0,1,21,1,1.0
73,73,1.0,1.0,5,1.0,5.0,2.0,0,210.0,0,0.0,3,0,0.0,100.0,1.0,1.0,156000.0,2,5,3.0,2.0,1.0,1.0,1,10.0,1.0,3,2,2,1.0
74,74,1.0,1.0,2,1.0,5.0,2.0,0,210.0,0,0.0,3,0,0.0,100.0,1.0,1.0,156000.0,0,5,3.0,2.0,1.0,1.0,1,10.0,1.0,0,0,1,1.0
75,75,1.0,1.0,42,1.0,5.0,2.0,1,210.0,0,0.0,3,0,0.0,100.0,1.0,1.0,156000.0,2,5,3.0,2.0,1.0,1.0,1,10.0,1.0,2,18,1,1.0
76,76,1.0,1.0,66,1.0,5.0,2.0,1,210.0,0,0.0,3,0,0.0,100.0,1.0,1.0,156000.0,2,2,3.0,2.0,1.0,1.0,1,10.0,1.0,1,21,2,1.0
77,77,1.0,1.0,79,1.0,3.0,2.0,6,100.0,0,0.0,4,0,0.0,140.0,1.0,1.0,182600.0,2,1,7.0,0.0,0.0,2.0,1,8.0,1.0,1,23,1,1.0
78,78,1.0,1.0,75,1.0,3.0,2.0,0,100.0,0,0.0,4,0,0.0,140.0,1.0,1.0,182600.0,2,1,7.0,0.0,0.0,2.0,1,8.0,1.0,1,16,2,1.0
79,79,3.0,3.0,62,1.0,2.0,2.0,0,150.0,0,0.0,0,0,0.0,3.0,1.0,6.0,12000.0,2,2,7.0,0.0,0.0,0.0,1,5.0,1.0,1,16,2,1.0
80,80,1.0,1.0,62,1.0,2.0,2.0,1,150.0,0,0.0,4,0,1.0,3.0,1.0,1.0,40000.0,2,1,5.0,0.0,0.0,0.0,1,4.0,1.0,1,24,2,1.0
81,81,1.0,1.0,62,1.0,2.0,2.0,7,150.0,0,0.0,4,0,1.0,3.0,1.0,1.0,40000.0,2,1,5.0,0.0,0.0,0.0,1,4.0,1.0,1,24,2,1.0
82,82,3.0,1.0,84,1.0,3.0,2.0,0,140.0,0,0.0,4,0,0.0,3.0,1.0,3.0,46600.0,2,2,1.0,0.0,0.0,1.0,1,7.0,1.0,1,13,2,0.0
83,83,3.0,1.0,57,1.0,3.0,2.0,1,140.0,1,0.0,4,0,0.0,3.0,1.0,3.0,46600.0,2,3,1.0,0.0,0.0,1.0,9,7.0,1.0,1,16,1,0.0
84,84,1.0,1.0,65,1.0,3.0,2.0,1,150.0,0,0.0,4,0,0.0,90.0,1.0,1.0,157000.0,2,1,5.0,0.0,0.0,1.0,1,7.0,1.0,1,21,2,1.0
85,85,1.0,1.0,60,1.0,3.0,2.0,1,150.0,0,0.0,4,0,0.0,90.0,1.0,1.0,157000.0,2,1,5.0,0.0,0.0,1.0,1,7.0,1.0,1,20,1,1.0
86,86,1.0,1.0,67,1.0,4.0,2.0,4,100.0,0,0.0,4,0,0.0,80.0,1.0,3.0,114100.0,2,3,5.0,0.0,0.0,2.0,1,9.0,1.0,1,21,2,1.0
87,87,1.0,1.0,93,1.0,4.0,2.0,1,100.0,1,0.0,4,0,0.0,80.0,1.0,3.0,114100.0,2,3,5.0,0.0,0.0,2.0,1,9.0,1.0,1,21,2,1.0
88,88,1.0,1.0,40,1.0,4.0,2.0,1,200.0,1,0.0,3,1,1.0,2.0,1.0,1.0,204000.0,2,1,3.0,3.0,1.0,0.0,1,6.0,1.0,1,21,1,1.0
89,89,1.0,1.0,40,1.0,4.0,2.0,1,200.0,1,0.0,3,1,1.0,2.0,1.0,1.0,204000.0,2,1,3.0,3.0,1.0,0.0,1,6.0,1.0,1,21,2,1.0
90,90,1.0,1.0,5,1.0,4.0,2.0,0,200.0,0,0.0,3,1,1.0,2.0,1.0,1.0,204000.0,2,5,3.0,3.0,1.0,0.0,1,6.0,1.0,2,2,1,1.0
91,91,1.0,1.0,4,1.0,4.0,2.0,0,200.0,0,0.0,3,1,1.0,2.0,1.0,1.0,204000.0,0,5,3.0,3.0,1.0,0.0,1,6.0,1.0,2,1,1,1.0
92,92,1.0,1.0,3,1.0,4.0,2.0,0,200.0,0,0.0,3,1,1.0,2.0,1.0,1.0,204000.0,0,5,3.0,3.0,1.0,0.0,1,6.0,1.0,1,1,2,1.0
93,93,1.0,1.0,54,1.0,3.0,2.0,0,90.0,1,0.0,4,1,0.0,50.0,1.0,1.0,64090.0,2,1,3.0,0.0,0.0,0.0,1,5.0,1.0,1,16,2,1.0
94,94,1.0,1.0,61,1.0,3.0,2.0,1,90.0,1,0.0,4,1,0.0,50.0,1.0,1.0,64090.0,2,1,3.0,0.0,0.0,0.0,1,5.0,1.0,1,16,1,1.0
95,95,1.0,1.0,38,1.0,4.0,2.0,1,180.0,0,0.0,2,0,0.0,30.0,1.0,1.0,67000.0,2,1,5.0,1.0,1.0,0.0,1,7.0,1.0,1,21,2,0.0
96,96,1.0,1.0,42,1.0,4.0,2.0,3,180.0,0,0.0,2,0,0.0,30.0,1.0,1.0,67000.0,2,1,5.0,1.0,1.0,0.0,1,7.0,1.0,1,16,1,0.0
97,97,1.0,1.0,9,1.0,4.0,2.0,0,180.0,0,0.0,2,0,0.0,30.0,1.0,1.0,67000.0,2,5,5.0,1.0,1.0,0.0,1,7.0,1.0,2,6,1,0.0
98,98,1.0,1.0,46,1.0,3.0,2.0,5,110.0,0,0.0,2,0,0.0,60.0,1.0,1.0,137000.0,2,1,5.0,1.0,1.0,0.0,1,5.0,1.0,1,21,1,0.0
99,99,1.0,1.0,46,1.0,3.0,2.0,5,110.0,0,0.0,2,0,0.0,60.0,1.0,1.0,137000.0,2,1,5.0,1.0,1.0,0.0,1,5.0,1.0,1,21,2,0.0
100,100,1.0,1.0,12,1.0,3.0,2.0,0,110.0,0,0.0,2,0,0.0,60.0,1.0,1.0,137000.0,2,5,5.0,1.0,1.0,0.0,1,5.0,1.0,2,8,2,0.0
101,101,1.0,1.0,20,1.0,3.0,2.0,1,110.0,0,0.0,2,0,0.0,60.0,1.0,1.0,137000.0,2,5,5.0,1.0,1.0,0.0,9,5.0,1.0,2,19,1,0.0
102,102,1.0,1.0,70,1.0,3.0,2.0,1,40.0,0,0.0,4,0,0.0,50.0,1.0,1.0,53800.0,2,1,5.0,0.0,0.0,1.0,1,6.0,1.0,1,19,1,0.0
103,103,1.0,1.0,53,1.0,3.0,2.0,3,40.0,0,0.0,4,0,0.0,50.0,1.0,1.0,53800.0,2,1,5.0,0.0,0.0,1.0,1,6.0,1.0,1,19,2,0.0
104,104,3.0,3.0,67,1.0,3.0,2.0,1,120.0,0,0.0,4,0,0.0,3.0,1.0,1.0,68000.0,2,1,7.0,0.0,0.0,2.0,1,6.0,1.0,1,16,2,1.0
105,105,3.0,3.0,68,1.0,3.0,2.0,0,120.0,0,0.0,4,0,0.0,3.0,1.0,1.0,68000.0,2,1,7.0,0.0,0.0,2.0,1,6.0,1.0,1,16,1,1.0
106,106,1.0,1.0,28,1.0,3.0,2.0,2,120.0,0,0.0,0,0,0.0,50.0,1.0,6.0,63000.0,2,5,3.0,0.0,0.0,0.0,9,5.0,1.0,1,20,2,1.0
107,107,1.0,2.0,67,1.0,4.0,2.0,0,250.0,0,0.0,4,0,0.0,40.0,1.0,1.0,111800.0,2,1,5.0,0.0,0.0,1.0,1,10.0,1.0,1,21,1,1.0
108,108,1.0,2.0,55,1.0,4.0,2.0,0,250.0,0,0.0,4,0,0.0,40.0,1.0,1.0,111800.0,2,1,5.0,0.0,0.0,1.0,3,10.0,1.0,1,21,2,1.0
109,109,1.0,3.0,56,1.0,2.0,2.0,1,120.0,0,0.0,0,0,0.0,100.0,1.0,4.0,135000.0,2,3,5.0,0.0,0.0,0.0,1,6.0,1.0,1,22,1,0.0
110,110,1.0,3.0,41,1.0,4.0,2.0,0,120.0,0,0.0,4,0,0.0,130.0,1.0,1.0,159000.0,2,1,2.0,0.0,0.0,0.0,1,8.0,1.0,1,19,2,1.0
111,111,1.0,3.0,41,1.0,4.0,2.0,1,120.0,0,0.0,4,0,0.0,130.0,1.0,1.0,159000.0,2,1,2.0,0.0,0.0,0.0,1,8.0,1.0,3,19,1,1.0
112,112,1.0,3.0,23,1.0,4.0,2.0,1,120.0,0,0.0,4,0,0.0,130.0,1.0,1.0,159000.0,2,5,2.0,0.0,0.0,0.0,1,8.0,1.0,1,19,1,1.0
113,113,1.0,3.0,20,1.0,4.0,2.0,1,120.0,0,0.0,4,0,0.0,130.0,1.0,1.0,159000.0,2,5,2.0,0.0,0.0,0.0,9,8.0,1.0,3,18,2,1.0
114,114,1.0,1.0,25,1.0,3.0,2.0,1,60.0,0,0.0,4,0,0.0,110.0,2.0,1.0,34200.0,1,1,1.0,0.0,0.0,0.0,1,6.0,1.0,2,20,2,1.0
115,115,1.0,1.0,26,1.0,3.0,2.0,1,60.0,0,0.0,4,0,0.0,110.0,2.0,1.0,34200.0,1,1,1.0,0.0,0.0,0.0,1,6.0,1.0,1,15,1,1.0
116,116,1.0,3.0,32,1.0,4.0,2.0,1,250.0,0,0.0,1,0,0.0,20.0,1.0,1.0,165000.0,2,1,3.0,1.0,1.0,0.0,1,9.0,1.0,1,21,2,1.0
117,117,1.0,3.0,33,1.0,4.0,2.0,1,250.0,0,0.0,1,0,0.0,20.0,1.0,1.0,165000.0,2,1,3.0,1.0,1.0,0.0,1,9.0,1.0,1,21,1,1.0
118,118,1.0,3.0,3,1.0,4.0,2.0,0,250.0,0,0.0,1,0,0.0,20.0,1.0,1.0,165000.0,0,5,3.0,1.0,1.0,0.0,1,9.0,1.0,1,2,2,1.0
119,119,1.0,1.0,69,1.0,3.0,2.0,1,60.0,0,0.0,0,0,0.0,40.0,1.0,6.0,113000.0,2,3,7.0,0.0,0.0,1.0,1,6.0,1.0,1,23,2,0.0
120,120,3.0,1.0,78,1.0,3.0,2.0,0,140.0,0,0.0,4,0,1.0,2.0,1.0,1.0,26100.0,2,1,7.0,0.0,0.0,2.0,1,5.0,1.0,1,16,1,0.0
121,121,3.0,1.0,77,1.0,3.0,2.0,0,140.0,0,0.0,4,0,1.0,2.0,1.0,1.0,26100.0,2,1,7.0,0.0,0.0,2.0,1,5.0,1.0,1,16,2,0.0
122,122,3.0,1.0,83,1.0,3.0,2.0,0,270.0,1,0.0,0,0,0.0,3.0,1.0,6.0,9000.0,2,2,7.0,0.0,0.0,1.0,1,5.0,1.0,1,1,2,0.0
123,123,1.0,1.0,49,1.0,2.0,2.0,1,60.0,0,0.0,3,0,0.0,30.0,2.0,1.0,26750.0,1,1,5.0,2.0,1.0,0.0,1,7.0,1.0,1,21,1,0.0
124,124,1.0,1.0,43,1.0,2.0,2.0,0,60.0,0,0.0,3,0,0.0,30.0,2.0,1.0,26750.0,1,1,5.0,2.0,1.0,0.0,1,7.0,1.0,1,21,2,0.0
125,125,1.0,1.0,6,1.0,2.0,2.0,0,60.0,0,0.0,3,0,0.0,30.0,2.0,1.0,26750.0,2,5,5.0,2.0,1.0,0.0,1,7.0,1.0,3,3,2,0.0
126,126,1.0,1.0,2,1.0,2.0,2.0,0,60.0,0,0.0,3,0,0.0,30.0,2.0,1.0,26750.0,0,5,5.0,2.0,1.0,0.0,1,7.0,1.0,0,0,2,0.0
127,127,1.0,2.0,58,1.0,3.0,2.0,0,100.0,0,0.0,4,0,0.0,3.0,1.0,1.0,48000.0,2,1,3.0,0.0,0.0,0.0,1,8.0,1.0,1,16,2,1.0
128,128,1.0,2.0,61,1.0,3.0,2.0,1,100.0,0,0.0,4,0,0.0,3.0,1.0,1.0,48000.0,2,1,3.0,0.0,0.0,0.0,1,8.0,1.0,1,20,1,1.0
129,129,1.0,1.0,27,1.0,3.0,2.0,1,110.0,0,0.0,4,0,0.0,50.0,1.0,1.0,75000.0,2,1,2.0,0.0,0.0,0.0,1,5.0,1.0,1,19,1,1.0
130,130,1.0,1.0,25,1.0,3.0,2.0,2,110.0,0,0.0,4,0,0.0,50.0,1.0,1.0,75000.0,2,1,2.0,0.0,0.0,0.0,1,5.0,1.0,1,22,2,1.0
131,131,1.0,1.0,58,1.0,3.0,2.0,2,80.0,0,0.0,4,0,0.0,80.0,1.0,1.0,103000.0,2,1,2.0,0.0,0.0,0.0,1,6.0,1.0,1,21,1,1.0
132,132,1.0,1.0,57,1.0,3.0,2.0,3,80.0,0,0.0,4,0,0.0,80.0,1.0,1.0,103000.0,2,1,2.0,0.0,0.0,0.0,1,6.0,1.0,1,19,2,1.0
133,133,1.0,2.0,46,1.0,5.0,2.0,1,310.0,0,0.0,3,0,0.0,3.0,1.0,1.0,170500.0,2,1,4.0,2.0,1.0,0.0,3,9.0,1.0,1,16,1,1.0
