,Unnamed: 0,ACCESS,ACR,나이,BATH,침실 수,BLD,COW,월 전기료,FESRP,FKITP,FPARC,FSCHP,FTAXP,월 가스비,HHL,HHT,가계 소득,LANX,결혼 상태,MV,자녀 수,R18,R65,RAC1P,방 수,RWAT,SCH,SCHL,SEX,주택 가격비교
2238,2325,1.0,1.0,77,1.0,2.0,2.0,7,200.0,0,0.0,0,0,0.0,20.0,1.0,4.0,123400.0,2,4,7.0,0.0,0.0,1.0,1,7.0,1.0,1,21,1,0.0
2239,2326,1.0,2.0,60,1.0,4.0,2.0,4,170.0,0,0.0,2,0,0.0,90.0,1.0,1.0,44200.0,2,1,3.0,3.0,1.0,1.0,1,8.0,1.0,1,22,2,0.0
2240,2327,1.0,2.0,71,1.0,4.0,2.0,6,170.0,0,0.0,2,0,0.0,90.0,1.0,1.0,44200.0,2,1,3.0,3.0,1.0,1.0,3,8.0,1.0,1,11,1,0.0
2241,2328,1.0,2.0,38,1.0,4.0,2.0,1,170.0,0,0.0,2,0,0.0,90.0,1.0,1.0,44200.0,2,4,3.0,3.0,1.0,1.0,3,8.0,1.0,1,16,2,0.0
2242,2329,1.0,2.0,17,1.0,4.0,2.0,1,170.0,0,0.0,2,0,0.0,90.0,1.0,1.0,44200.0,2,5,3.0,3.0,1.0,1.0,3,8.0,1.0,2,13,2,0.0
2243,2330,1.0,2.0,16,1.0,4.0,2.0,0,170.0,0,0.0,2,0,0.0,90.0,1.0,1.0,44200.0,2,5,3.0,3.0,1.0,1.0,3,8.0,1.0,2,11,2,0.0
2244,2331,1.0,2.0,15,1.0,4.0,2.0,0,170.0,0,0.0,2,0,0.0,90.0,1.0,1.0,44200.0,2,5,3.0,3.0,1.0,1.0,3,8.0,1.0,2,10,2,0.0
2245,2332,1.0,2.0,70,1.0,3.0,2.0,2,240.0,0,0.0,4,0,0.0,3.0,1.0,1.0,101000.0,2,1,7.0,0.0,0.0,2.0,1,6.0,1.0,1,22,1,1.0
2246,2333,1.0,2.0,73,1.0,3.0,2.0,6,240.0,0,0.0,4,0,0.0,3.0,1.0,1.0,101000.0,2,1,7.0,0.0,0.0,2.0,1,6.0,1.0,1,20,2,1.0
2247,2334,1.0,1.0,67,1.0,3.0,2.0,0,10.0,0,0.0,0,0,1.0,100.0,1.0,6.0,40100.0,2,3,1.0,0.0,0.0,1.0,1,7.0,1.0,1,19,2,0.0
2248,2335,3.0,3.0,70,1.0,1.0,2.0,0,40.0,0,0.0,4,0,0.0,50.0,1.0,1.0,33600.0,2,1,4.0,0.0,0.0,2.0,1,5.0,1.0,1,19,2,0.0
2249,2336,3.0,3.0,71,1.0,1.0,2.0,0,40.0,0,0.0,4,0,0.0,50.0,1.0,1.0,33600.0,2,1,4.0,0.0,0.0,2.0,1,5.0,1.0,1,16,1,0.0
2250,2337,1.0,1.0,67,1.0,3.0,2.0,3,290.0,0,0.0,4,0,0.0,2.0,1.0,3.0,38400.0,2,3,6.0,0.0,0.0,1.0,3,10.0,1.0,1,21,2,0.0
2251,2338,1.0,1.0,42,1.0,3.0,2.0,5,290.0,0,0.0,4,0,0.0,2.0,1.0,3.0,38400.0,2,5,6.0,0.0,0.0,1.0,3,10.0,1.0,1,19,1,0.0
2252,2339,1.0,1.0,66,1.0,3.0,2.0,1,120.0,0,0.0,0,0,1.0,60.0,1.0,6.0,26400.0,2,2,4.0,0.0,0.0,1.0,1,5.0,1.0,1,16,2,1.0
2253,2340,1.0,1.0,81,1.0,4.0,2.0,0,90.0,1,0.0,0,1,1.0,80.0,1.0,6.0,0.0,2,3,6.0,0.0,0.0,1.0,1,9.0,1.0,1,11,2,1.0
2254,2341,1.0,1.0,69,1.0,3.0,2.0,1,140.0,1,0.0,0,0,0.0,40.0,1.0,6.0,14860.0,2,3,5.0,0.0,0.0,1.0,1,6.0,1.0,1,20,2,1.0
2255,2342,1.0,1.0,70,1.0,2.0,2.0,2,200.0,0,0.0,0,0,0.0,70.0,1.0,6.0,63000.0,2,3,1.0,0.0,0.0,1.0,1,5.0,1.0,1,16,2,1.0
2256,2343,3.0,2.0,50,1.0,2.0,2.0,0,190.0,0,0.0,2,0,1.0,3.0,1.0,3.0,8800.0,2,5,5.0,1.0,1.0,0.0,3,4.0,1.0,1,13,2,0.0
2257,2344,3.0,2.0,27,1.0,2.0,2.0,0,190.0,0,0.0,2,0,1.0,3.0,1.0,3.0,8800.0,2,5,5.0,1.0,1.0,0.0,3,4.0,1.0,1,14,1,0.0
2258,2345,3.0,2.0,54,1.0,2.0,2.0,0,190.0,0,0.0,2,0,1.0,3.0,1.0,3.0,8800.0,2,5,5.0,1.0,1.0,0.0,3,4.0,1.0,1,1,1,0.0
2259,2346,3.0,2.0,13,1.0,2.0,2.0,0,190.0,0,0.0,2,0,1.0,3.0,1.0,3.0,8800.0,2,5,5.0,1.0,1.0,0.0,3,4.0,1.0,2,8,2,0.0
2260,2347,1.0,2.0,37,1.0,3.0,2.0,1,50.0,0,0.0,4,0,0.0,10.0,1.0,1.0,128100.0,2,1,3.0,0.0,0.0,0.0,1,8.0,1.0,1,20,1,1.0
2261,2348,1.0,2.0,37,1.0,3.0,2.0,4,50.0,0,0.0,4,0,0.0,10.0,1.0,1.0,128100.0,2,1,3.0,0.0,0.0,0.0,1,8.0,1.0,1,22,2,1.0
2262,2349,1.0,1.0,60,1.0,2.0,2.0,1,100.0,1,0.0,4,1,0.0,90.0,2.0,1.0,77000.0,1,1,4.0,0.0,0.0,0.0,8,4.0,1.0,1,9,1,0.0
2263,2350,1.0,1.0,57,1.0,2.0,2.0,1,100.0,1,0.0,4,1,0.0,90.0,2.0,1.0,77000.0,1,1,4.0,0.0,0.0,0.0,8,4.0,1.0,1,20,2,0.0
2264,2351,1.0,1.0,19,1.0,2.0,2.0,1,100.0,1,0.0,4,1,0.0,90.0,2.0,1.0,77000.0,1,5,4.0,0.0,0.0,0.0,8,4.0,1.0,1,16,1,0.0
2265,2352,1.0,1.0,82,1.0,3.0,2.0,0,110.0,0,0.0,4,0,0.0,80.0,1.0,1.0,29400.0,2,1,7.0,0.0,0.0,2.0,1,7.0,1.0,1,19,1,0.0
2266,2353,1.0,1.0,78,1.0,3.0,2.0,0,110.0,0,0.0,4,0,0.0,80.0,1.0,1.0,29400.0,2,1,7.0,0.0,0.0,2.0,1,7.0,1.0,1,16,2,0.0
2267,2354,1.0,1.0,49,1.0,3.0,2.0,5,90.0,0,0.0,4,0,0.0,30.0,1.0,1.0,168000.0,2,1,4.0,0.0,0.0,0.0,2,8.0,1.0,3,20,1,1.0
2268,2355,1.0,1.0,52,1.0,3.0,2.0,5,90.0,0,0.0,4,0,0.0,30.0,1.0,1.0,168000.0,2,1,4.0,0.0,0.0,0.0,1,8.0,1.0,1,20,2,1.0
2269,2356,1.0,1.0,66,1.0,2.0,2.0,1,130.0,1,0.0,4,0,0.0,40.0,1.0,1.0,38400.0,2,1,5.0,0.0,0.0,2.0,1,8.0,1.0,1,19,1,1.0
2270,2357,1.0,1.0,65,1.0,2.0,2.0,1,130.0,1,0.0,4,0,0.0,40.0,1.0,1.0,38400.0,2,1,5.0,0.0,0.0,2.0,1,8.0,1.0,1,17,2,1.0
2271,2358,3.0,1.0,81,1.0,3.0,2.0,0,80.0,1,1.0,4,1,1.0,40.0,1.0,3.0,124000.0,2,2,1.0,0.0,0.0,1.0,1,8.0,1.0,1,16,2,1.0
2272,2359,3.0,1.0,60,1.0,3.0,2.0,1,80.0,1,1.0,4,1,1.0,40.0,1.0,3.0,124000.0,2,3,1.0,0.0,0.0,1.0,1,8.0,1.0,1,16,1,1.0
2273,2360,1.0,1.0,37,1.0,3.0,2.0,1,80.0,0,0.0,0,0,0.0,30.0,1.0,6.0,69000.0,2,5,4.0,0.0,0.0,0.0,9,5.0,1.0,1,22,2,1.0
2274,2361,1.0,1.0,64,1.0,2.0,2.0,1,100.0,0,0.0,4,0,0.0,3.0,1.0,1.0,43600.0,2,1,5.0,0.0,0.0,0.0,1,4.0,1.0,1,16,1,0.0
2275,2362,1.0,1.0,58,1.0,2.0,2.0,2,100.0,0,0.0,4,0,0.0,3.0,1.0,1.0,43600.0,2,1,5.0,0.0,0.0,0.0,1,4.0,1.0,1,18,2,0.0
2276,2363,1.0,3.0,64,1.0,3.0,2.0,1,140.0,0,0.0,4,0,0.0,3.0,1.0,1.0,51200.0,2,1,5.0,0.0,0.0,0.0,1,6.0,1.0,1,19,1,1.0
2277,2364,1.0,3.0,60,1.0,3.0,2.0,0,140.0,0,0.0,4,0,0.0,3.0,1.0,1.0,51200.0,2,1,5.0,0.0,0.0,0.0,1,6.0,1.0,1,16,2,1.0
2278,2365,1.0,2.0,71,1.0,3.0,2.0,1,170.0,0,0.0,4,0,0.0,70.0,1.0,1.0,121220.0,2,1,6.0,0.0,0.0,2.0,1,5.0,1.0,1,19,2,1.0
2279,2366,1.0,2.0,77,1.0,3.0,2.0,0,170.0,0,0.0,4,0,0.0,70.0,1.0,1.0,121220.0,2,1,6.0,0.0,0.0,2.0,1,5.0,1.0,1,16,1,1.0
2280,2367,1.0,2.0,55,1.0,2.0,2.0,1,160.0,0,0.0,4,0,0.0,3.0,1.0,1.0,129000.0,2,1,7.0,0.0,0.0,0.0,1,4.0,1.0,1,19,1,1.0
2281,2368,1.0,2.0,55,1.0,2.0,2.0,4,160.0,0,0.0,4,0,0.0,3.0,1.0,1.0,129000.0,2,1,7.0,0.0,0.0,0.0,1,4.0,1.0,1,20,2,1.0
2282,2369,1.0,1.0,68,1.0,4.0,2.0,2,70.0,0,0.0,4,0,0.0,40.0,1.0,1.0,79900.0,2,1,6.0,0.0,0.0,2.0,1,7.0,1.0,1,21,1,1.0
2283,2370,1.0,1.0,65,1.0,4.0,2.0,2,70.0,0,0.0,4,0,0.0,40.0,1.0,1.0,79900.0,2,1,6.0,0.0,0.0,2.0,1,7.0,1.0,1,21,2,1.0
2284,2371,1.0,1.0,39,1.0,3.0,2.0,3,240.0,0,0.0,2,0,0.0,40.0,1.0,1.0,73800.0,2,1,5.0,2.0,1.0,0.0,1,6.0,1.0,1,17,2,0.0
2285,2372,1.0,1.0,42,1.0,3.0,2.0,1,240.0,0,0.0,2,0,0.0,40.0,1.0,1.0,73800.0,2,1,5.0,2.0,1.0,0.0,1,6.0,1.0,1,16,1,0.0
2286,2373,1.0,1.0,16,1.0,3.0,2.0,1,240.0,0,0.0,2,0,0.0,40.0,1.0,1.0,73800.0,2,5,5.0,2.0,1.0,0.0,1,6.0,1.0,2,13,2,0.0
2287,2374,1.0,1.0,9,1.0,3.0,2.0,0,240.0,0,0.0,2,0,0.0,40.0,1.0,1.0,73800.0,2,5,5.0,2.0,1.0,0.0,1,6.0,1.0,2,6,1,0.0
2288,2375,1.0,1.0,33,1.0,3.0,2.0,5,120.0,0,0.0,3,0,0.0,40.0,1.0,1.0,99000.0,2,1,4.0,2.0,1.0,0.0,9,5.0,1.0,1,21,1,0.0
2289,2376,1.0,1.0,31,1.0,3.0,2.0,3,120.0,0,0.0,3,0,0.0,40.0,1.0,1.0,99000.0,2,1,4.0,2.0,1.0,0.0,1,5.0,1.0,1,17,2,0.0
2290,2377,1.0,1.0,7,1.0,3.0,2.0,0,120.0,0,0.0,3,0,0.0,40.0,1.0,1.0,99000.0,2,5,4.0,2.0,1.0,0.0,9,5.0,1.0,2,4,1,0.0
2291,2378,1.0,1.0,4,1.0,3.0,2.0,0,120.0,0,0.0,3,0,0.0,40.0,1.0,1.0,99000.0,0,5,4.0,2.0,1.0,0.0,9,5.0,1.0,2,2,2,0.0
2292,2379,3.0,2.0,38,1.0,3.0,2.0,4,290.0,0,0.0,3,0,1.0,3.0,1.0,1.0,29800.0,2,1,4.0,3.0,1.0,0.0,1,9.0,1.0,1,16,1,1.0
2293,2380,3.0,2.0,32,1.0,3.0,2.0,1,290.0,0,0.0,3,0,1.0,3.0,1.0,1.0,29800.0,2,1,4.0,3.0,1.0,0.0,9,9.0,1.0,1,19,2,1.0
2294,2381,3.0,2.0,8,1.0,3.0,2.0,0,290.0,0,0.0,3,0,1.0,3.0,1.0,1.0,29800.0,2,5,4.0,3.0,1.0,0.0,9,9.0,1.0,2,6,1,1.0
2295,2382,3.0,2.0,6,1.0,3.0,2.0,0,290.0,0,0.0,3,0,1.0,3.0,1.0,1.0,29800.0,2,5,4.0,3.0,1.0,0.0,9,9.0,1.0,2,3,1,1.0
2296,2383,3.0,2.0,0,1.0,3.0,2.0,0,290.0,0,0.0,3,0,1.0,3.0,1.0,1.0,29800.0,0,5,4.0,3.0,1.0,0.0,9,9.0,1.0,0,0,2,1.0
2297,2384,1.0,2.0,68,1.0,3.0,2.0,4,210.0,0,0.0,0,0,0.0,30.0,1.0,6.0,13600.0,2,2,5.0,0.0,0.0,1.0,1,7.0,1.0,1,19,2,0.0
2298,2385,3.0,2.0,36,1.0,3.0,2.0,1,170.0,0,0.0,3,0,0.0,30.0,1.0,1.0,63000.0,2,1,5.0,3.0,1.0,0.0,1,4.0,1.0,1,16,1,0.0
2299,2386,3.0,2.0,30,1.0,3.0,2.0,1,170.0,1,0.0,3,1,0.0,30.0,1.0,1.0,63000.0,2,1,5.0,3.0,1.0,0.0,3,4.0,1.0,1,1,2,0.0
2300,2387,3.0,2.0,14,1.0,3.0,2.0,0,170.0,0,0.0,3,1,0.0,30.0,1.0,1.0,63000.0,2,5,5.0,3.0,1.0,0.0,1,4.0,1.0,2,11,1,0.0
2301,2388,3.0,2.0,4,1.0,3.0,2.0,0,170.0,0,0.0,3,1,0.0,30.0,1.0,1.0,63000.0,0,5,5.0,3.0,1.0,0.0,3,4.0,1.0,1,1,2,0.0
2302,2389,3.0,2.0,9,1.0,3.0,2.0,0,170.0,0,0.0,3,1,0.0,30.0,1.0,1.0,63000.0,2,5,5.0,3.0,1.0,0.0,3,4.0,1.0,2,6,2,0.0
2303,2390,1.0,1.0,81,1.0,3.0,2.0,6,110.0,0,0.0,4,0,0.0,60.0,1.0,1.0,77860.0,2,1,6.0,0.0,0.0,2.0,1,8.0,1.0,1,21,1,1.0
2304,2391,1.0,1.0,77,1.0,3.0,2.0,0,110.0,0,0.0,4,0,0.0,60.0,1.0,1.0,77860.0,2,1,6.0,0.0,0.0,2.0,1,8.0,1.0,1,21,2,1.0
2305,2392,3.0,1.0,77,1.0,2.0,2.0,0,100.0,0,0.0,0,0,1.0,30.0,1.0,6.0,4400.0,2,3,5.0,0.0,0.0,1.0,3,5.0,1.0,1,13,2,0.0
2306,2393,1.0,2.0,64,1.0,4.0,2.0,7,150.0,0,0.0,4,0,0.0,80.0,1.0,1.0,109900.0,2,1,5.0,0.0,0.0,0.0,1,11.0,1.0,1,20,2,1.0
2307,2394,1.0,2.0,64,1.0,4.0,2.0,7,150.0,0,0.0,4,0,0.0,80.0,1.0,1.0,109900.0,2,1,5.0,0.0,0.0,0.0,9,11.0,1.0,1,16,1,1.0
2308,2395,1.0,1.0,60,1.0,3.0,2.0,1,200.0,0,0.0,4,0,1.0,80.0,1.0,1.0,64000.0,2,1,5.0,0.0,0.0,0.0,1,5.0,1.0,1,19,1,1.0
2309,2396,1.0,1.0,60,1.0,3.0,2.0,1,200.0,0,0.0,4,0,1.0,80.0,1.0,1.0,64000.0,2,1,5.0,0.0,0.0,0.0,1,5.0,1.0,1,21,2,1.0
2310,2397,1.0,1.0,56,1.0,5.0,2.0,6,80.0,0,0.0,2,0,0.0,60.0,1.0,1.0,104500.0,2,1,2.0,1.0,1.0,0.0,1,9.0,1.0,1,20,1,1.0
2311,2398,1.0,1.0,50,1.0,5.0,2.0,8,80.0,0,0.0,2,0,0.0,60.0,1.0,1.0,104500.0,2,1,2.0,1.0,1.0,0.0,1,9.0,1.0,1,20,2,1.0
2312,2399,1.0,1.0,19,1.0,5.0,2.0,1,80.0,0,0.0,2,0,0.0,60.0,1.0,1.0,104500.0,2,5,2.0,1.0,1.0,0.0,1,9.0,1.0,2,18,2,1.0
2313,2400,1.0,1.0,14,1.0,5.0,2.0,0,80.0,0,0.0,2,0,0.0,60.0,1.0,1.0,104500.0,2,5,2.0,1.0,1.0,0.0,1,9.0,1.0,2,11,1,1.0
2314,2401,3.0,1.0,50,1.0,2.0,2.0,0,110.0,0,0.0,4,0,1.0,50.0,1.0,1.0,24600.0,2,1,3.0,0.0,0.0,0.0,1,4.0,1.0,1,16,2,0.0
2315,2402,3.0,1.0,54,1.0,2.0,2.0,1,110.0,0,0.0,4,0,1.0,50.0,1.0,1.0,24600.0,2,1,3.0,0.0,0.0,0.0,1,4.0,1.0,1,16,1,0.0
2316,2403,1.0,1.0,43,1.0,3.0,2.0,1,80.0,0,0.0,0,0,0.0,40.0,1.0,6.0,100000.0,2,3,1.0,0.0,0.0,0.0,1,7.0,1.0,1,21,2,1.0
2317,2404,1.0,1.0,62,1.0,3.0,2.0,1,90.0,0,0.0,1,0,0.0,60.0,1.0,3.0,23200.0,2,3,5.0,1.0,1.0,0.0,1,5.0,1.0,1,16,2,0.0
2318,2405,1.0,1.0,28,1.0,3.0,2.0,3,90.0,0,0.0,1,0,0.0,60.0,1.0,3.0,23200.0,2,5,5.0,1.0,1.0,0.0,1,5.0,1.0,1,19,2,0.0
2319,2406,1.0,1.0,4,1.0,3.0,2.0,0,90.0,0,0.0,1,0,0.0,60.0,1.0,3.0,23200.0,0,5,5.0,1.0,1.0,0.0,1,5.0,1.0,1,2,1,0.0
2320,2407,2.0,1.0,60,1.0,2.0,2.0,2,150.0,0,0.0,4,0,0.0,2.0,1.0,3.0,70630.0,2,3,4.0,0.0,0.0,0.0,1,4.0,1.0,1,21,2,0.0
2321,2408,2.0,1.0,25,1.0,2.0,2.0,1,150.0,0,0.0,4,0,0.0,2.0,1.0,3.0,70630.0,2,5,4.0,0.0,0.0,0.0,1,4.0,1.0,1,16,1,0.0
2322,2409,3.0,1.0,58,1.0,2.0,2.0,1,80.0,0,0.0,0,0,0.0,20.0,1.0,7.0,47000.0,2,3,6.0,0.0,0.0,0.0,1,5.0,1.0,1,12,2,0.0
2323,2410,3.0,1.0,56,1.0,2.0,2.0,4,80.0,1,0.0,0,0,0.0,20.0,1.0,7.0,47000.0,2,5,6.0,0.0,0.0,0.0,1,5.0,1.0,1,15,1,0.0
2324,2411,2.0,1.0,51,1.0,1.0,2.0,4,110.0,0,0.0,4,0,1.0,3.0,1.0,1.0,75000.0,2,1,3.0,0.0,0.0,0.0,1,3.0,1.0,1,20,2,0.0
2325,2412,2.0,1.0,54,1.0,1.0,2.0,1,110.0,0,0.0,4,0,1.0,3.0,1.0,1.0,75000.0,2,1,3.0,0.0,0.0,0.0,1,3.0,1.0,1,16,1,0.0
2326,2413,1.0,1.0,41,1.0,4.0,2.0,3,300.0,0,0.0,2,0,0.0,3.0,1.0,3.0,26000.0,2,3,4.0,2.0,1.0,0.0,1,6.0,1.0,1,16,2,1.0
2327,2414,1.0,1.0,19,1.0,4.0,2.0,0,300.0,0,0.0,2,0,0.0,3.0,1.0,3.0,26000.0,2,5,4.0,2.0,1.0,0.0,1,6.0,1.0,2,18,1,1.0
2328,2415,1.0,1.0,12,1.0,4.0,2.0,0,300.0,0,0.0,2,0,0.0,3.0,1.0,3.0,26000.0,2,5,4.0,2.0,1.0,0.0,1,6.0,1.0,2,9,2,1.0
2329,2416,1.0,1.0,10,1.0,4.0,2.0,0,300.0,0,0.0,2,0,0.0,3.0,1.0,3.0,26000.0,2,5,4.0,2.0,1.0,0.0,1,6.0,1.0,2,7,2,1.0
2330,2417,1.0,2.0,64,1.0,2.0,2.0,3,250.0,0,0.0,4,0,0.0,160.0,1.0,3.0,39500.0,2,1,6.0,0.0,0.0,0.0,1,6.0,1.0,1,19,2,0.0
2331,2418,1.0,2.0,37,1.0,2.0,2.0,1,250.0,1,0.0,4,1,0.0,160.0,1.0,3.0,39500.0,2,3,6.0,0.0,0.0,0.0,1,6.0,1.0,1,16,1,0.0
2332,2419,1.0,2.0,22,1.0,2.0,2.0,1,250.0,0,0.0,4,0,0.0,160.0,1.0,3.0,39500.0,2,5,6.0,0.0,0.0,0.0,1,6.0,1.0,2,19,1,0.0
2333,2420,1.0,1.0,74,1.0,3.0,2.0,0,100.0,1,0.0,4,0,1.0,20.0,1.0,1.0,82400.0,2,1,7.0,0.0,0.0,2.0,9,8.0,1.0,1,16,2,0.0
2334,2421,1.0,1.0,80,1.0,3.0,2.0,8,100.0,0,0.0,4,0,1.0,20.0,1.0,1.0,82400.0,2,1,7.0,0.0,0.0,2.0,9,8.0,1.0,1,16,1,0.0
2335,2422,1.0,1.0,68,1.0,2.0,2.0,0,270.0,0,0.0,4,0,1.0,60.0,2.0,1.0,40500.0,2,1,5.0,0.0,0.0,1.0,1,5.0,1.0,1,22,1,0.0
2336,2423,1.0,1.0,62,1.0,2.0,2.0,3,270.0,0,0.0,4,0,1.0,60.0,2.0,1.0,40500.0,1,1,5.0,0.0,0.0,1.0,8,5.0,1.0,1,21,2,0.0
2337,2424,1.0,1.0,76,1.0,3.0,2.0,0,60.0,0,0.0,0,0,0.0,40.0,1.0,4.0,60700.0,2,3,4.0,0.0,0.0,1.0,2,7.0,1.0,1,20,1,0.0
2338,2425,3.0,3.0,72,1.0,3.0,2.0,0,200.0,0,0.0,2,0,1.0,3.0,1.0,2.0,66000.0,2,1,6.0,1.0,1.0,1.0,3,6.0,1.0,1,16,1,1.0
2339,2426,3.0,3.0,45,1.0,3.0,2.0,1,200.0,0,0.0,2,0,1.0,3.0,1.0,2.0,66000.0,2,1,6.0,1.0,1.0,1.0,3,6.0,1.0,1,19,1,1.0
2340,2427,3.0,3.0,6,1.0,3.0,2.0,0,200.0,0,0.0,2,0,1.0,3.0,1.0,2.0,66000.0,2,5,6.0,1.0,1.0,1.0,3,6.0,1.0,2,2,1,1.0
2341,2428,3.0,3.0,40,1.0,3.0,2.0,0,200.0,0,0.0,2,0,1.0,3.0,1.0,2.0,66000.0,2,1,6.0,1.0,1.0,1.0,3,6.0,1.0,1,16,2,1.0
2342,2429,1.0,1.0,53,1.0,3.0,2.0,4,100.0,0,0.0,4,0,0.0,100.0,1.0,1.0,56100.0,2,1,3.0,0.0,0.0,1.0,1,5.0,1.0,1,16,2,0.0
2343,2430,1.0,1.0,72,1.0,3.0,2.0,0,100.0,0,0.0,4,0,0.0,100.0,1.0,1.0,56100.0,2,1,3.0,0.0,0.0,1.0,1,5.0,1.0,1,16,1,0.0
2344,2431,1.0,1.0,21,1.0,3.0,2.0,1,100.0,0,0.0,4,0,0.0,100.0,1.0,1.0,56100.0,2,5,3.0,0.0,0.0,1.0,1,5.0,1.0,1,16,1,0.0
2345,2432,1.0,1.0,19,1.0,3.0,2.0,0,100.0,0,0.0,4,0,0.0,100.0,1.0,1.0,56100.0,2,5,3.0,0.0,0.0,1.0,1,5.0,1.0,2,14,2,0.0
2346,2433,1.0,2.0,58,1.0,4.0,2.0,1,110.0,0,0.0,4,0,0.0,40.0,1.0,1.0,137000.0,2,1,5.0,0.0,0.0,0.0,1,7.0,1.0,1,21,1,1.0
2347,2434,1.0,2.0,57,1.0,4.0,2.0,1,110.0,0,0.0,4,0,0.0,40.0,1.0,1.0,137000.0,2,1,5.0,0.0,0.0,0.0,1,7.0,1.0,1,21,2,1.0
2348,2435,1.0,1.0,32,1.0,4.0,2.0,1,90.0,0,0.0,4,0,0.0,100.0,1.0,1.0,99000.0,2,1,1.0,0.0,0.0,0.0,1,8.0,1.0,1,22,1,1.0
2349,2436,1.0,1.0,30,1.0,4.0,2.0,1,90.0,0,0.0,4,0,0.0,100.0,1.0,1.0,99000.0,2,1,1.0,0.0,0.0,0.0,1,8.0,1.0,1,23,2,1.0
2350,2437,3.0,3.0,88,1.0,4.0,2.0,0,100.0,1,0.0,0,0,0.0,20.0,1.0,6.0,272900.0,2,2,7.0,0.0,0.0,1.0,1,5.0,1.0,1,21,2,0.0
2351,2438,1.0,1.0,46,1.0,4.0,2.0,3,100.0,0,0.0,2,0,0.0,100.0,1.0,1.0,136400.0,2,1,4.0,3.0,1.0,0.0,1,7.0,1.0,1,22,2,1.0
2352,2439,1.0,1.0,50,1.0,4.0,2.0,1,100.0,0,0.0,2,0,0.0,100.0,1.0,1.0,136400.0,2,1,4.0,3.0,1.0,0.0,1,7.0,1.0,1,19,1,1.0
2353,2440,1.0,1.0,17,1.0,4.0,2.0,0,100.0,0,0.0,2,0,0.0,100.0,1.0,1.0,136400.0,2,5,4.0,3.0,1.0,0.0,1,7.0,1.0,2,13,2,1.0
2354,2441,1.0,1.0,12,1.0,4.0,2.0,0,100.0,0,0.0,2,0,0.0,100.0,1.0,1.0,136400.0,2,5,4.0,3.0,1.0,0.0,1,7.0,1.0,2,9,1,1.0
2355,2442,1.0,1.0,8,1.0,4.0,2.0,0,100.0,0,0.0,2,0,0.0,100.0,1.0,1.0,136400.0,2,5,4.0,3.0,1.0,0.0,1,7.0,1.0,2,5,1,1.0
2356,2443,1.0,1.0,76,1.0,4.0,2.0,0,160.0,0,0.0,4,0,0.0,100.0,1.0,1.0,60340.0,2,1,5.0,0.0,0.0,2.0,1,6.0,1.0,1,19,1,1.0
2357,2444,1.0,1.0,79,1.0,4.0,2.0,0,160.0,0,0.0,4,0,0.0,100.0,1.0,1.0,60340.0,2,1,5.0,0.0,0.0,2.0,1,6.0,1.0,1,16,2,1.0
2358,2445,3.0,2.0,73,1.0,3.0,2.0,0,160.0,0,0.0,4,0,0.0,3.0,1.0,3.0,41800.0,2,2,6.0,0.0,0.0,1.0,1,6.0,1.0,1,16,2,0.0
2359,2446,3.0,2.0,51,1.0,3.0,2.0,0,160.0,0,0.0,4,0,0.0,3.0,1.0,3.0,41800.0,2,3,6.0,0.0,0.0,1.0,1,6.0,1.0,1,16,2,0.0
2360,2447,1.0,2.0,27,1.0,3.0,2.0,5,120.0,0,0.0,1,0,0.0,3.0,1.0,1.0,45000.0,2,1,2.0,2.0,1.0,0.0,1,6.0,1.0,1,16,1,1.0
2361,2448,1.0,2.0,26,1.0,3.0,2.0,1,120.0,0,0.0,1,0,0.0,3.0,1.0,1.0,45000.0,2,1,2.0,2.0,1.0,0.0,9,6.0,1.0,1,20,2,1.0
2362,2449,1.0,2.0,3,1.0,3.0,2.0,0,120.0,0,0.0,1,0,0.0,3.0,1.0,1.0,45000.0,0,5,2.0,2.0,1.0,0.0,1,6.0,1.0,1,1,1,1.0
2363,2450,1.0,2.0,0,1.0,3.0,2.0,0,120.0,0,0.0,1,0,0.0,3.0,1.0,1.0,45000.0,0,5,2.0,2.0,1.0,0.0,1,6.0,1.0,0,0,1,1.0
2364,2451,1.0,2.0,54,1.0,3.0,2.0,6,150.0,0,0.0,4,0,0.0,10.0,1.0,3.0,10000.0,2,3,4.0,0.0,0.0,0.0,1,7.0,1.0,1,19,2,0.0
2365,2452,1.0,2.0,19,1.0,3.0,2.0,0,150.0,0,0.0,4,0,0.0,10.0,1.0,3.0,10000.0,2,5,4.0,0.0,0.0,0.0,1,7.0,1.0,2,19,2,0.0
2366,2453,1.0,1.0,76,1.0,3.0,2.0,0,90.0,0,0.0,4,0,0.0,60.0,1.0,1.0,17600.0,2,1,7.0,0.0,0.0,2.0,1,6.0,1.0,1,18,1,1.0
2367,2454,1.0,1.0,76,1.0,3.0,2.0,0,90.0,0,0.0,4,0,0.0,60.0,1.0,1.0,17600.0,2,1,7.0,0.0,0.0,2.0,3,6.0,1.0,1,18,2,1.0
2368,2455,1.0,1.0,56,1.0,2.0,3.0,7,140.0,0,0.0,0,0,1.0,20.0,1.0,6.0,64000.0,2,3,3.0,0.0,0.0,0.0,1,4.0,1.0,1,20,2,0.0
